user_id,course_id,activity_type,time_spent_min,rating,completion_status,topic,difficulty_level
135,Prog202,article,31,3,incomplete,Science,Beginner
171,Lang404,exercise,14,1,incomplete,Programming,Advanced
210,Math101,exercise,30,2,completed,Languages,Intermediate
236,Prog202,video,47,1,incomplete,Programming,Intermediate
422,Math101,article,57,3,completed,Science,Beginner
421,Lang404,video,12,1,completed,Languages,Beginner
186,Sci303,quiz,27,2,completed,Math,Intermediate
417,Lang404,exercise,45,1,completed,Programming,Advanced
364,Prog202,exercise,24,3,completed,Science,Beginner
443,Lang404,video,55,2,completed,Programming,Intermediate
95,Prog202,article,30,1,incomplete,Programming,Intermediate
378,Math101,quiz,18,3,completed,Science,Beginner
11,Prog202,article,14,3,completed,Math,Advanced
68,Sci303,article,56,5,completed,Science,Intermediate
379,Sci303,video,19,2,completed,Programming,Intermediate
210,Sci303,article,22,2,completed,Math,Intermediate
196,Math101,video,26,1,completed,Math,Beginner
369,Prog202,exercise,7,5,completed,Math,Intermediate
98,Math101,exercise,28,2,completed,Math,Intermediate
93,Lang404,exercise,38,3,incomplete,Programming,Beginner
472,Lang404,quiz,5,2,incomplete,Science,Advanced
22,Lang404,quiz,36,5,completed,Science,Intermediate
450,Lang404,article,18,4,completed,Languages,Beginner
172,Sci303,video,57,3,completed,Languages,Advanced
383,Prog202,article,14,2,incomplete,Languages,Beginner
134,Sci303,exercise,48,3,completed,Math,Advanced
426,Prog202,article,23,1,completed,Math,Beginner
25,Prog202,article,55,3,completed,Science,Advanced
185,Math101,article,52,2,incomplete,Math,Advanced
85,Lang404,exercise,14,1,completed,Science,Beginner
55,Prog202,video,32,1,completed,Languages,Intermediate
251,Lang404,article,5,1,completed,Science,Advanced
144,Lang404,exercise,22,4,completed,Math,Beginner
351,Lang404,quiz,28,4,incomplete,Science,Intermediate
398,Sci303,video,43,1,incomplete,Science,Intermediate
167,Lang404,exercise,12,2,incomplete,Science,Beginner
412,Prog202,article,18,1,completed,Math,Beginner
224,Sci303,exercise,36,1,completed,Programming,Advanced
220,Lang404,video,31,3,completed,Languages,Beginner
179,Math101,article,13,3,completed,Programming,Intermediate
119,Lang404,quiz,20,3,incomplete,Programming,Beginner
433,Lang404,quiz,45,5,completed,Programming,Intermediate
265,Sci303,quiz,36,3,completed,Programming,Intermediate
442,Prog202,exercise,55,3,incomplete,Math,Beginner
429,Lang404,video,55,2,incomplete,Math,Intermediate
150,Sci303,quiz,7,4,completed,Programming,Intermediate
416,Sci303,article,23,4,completed,Programming,Advanced
453,Prog202,article,34,4,completed,Science,Intermediate
215,Sci303,article,53,5,incomplete,Science,Advanced
197,Prog202,exercise,58,1,completed,Languages,Advanced
42,Math101,video,50,3,incomplete,Languages,Advanced
53,Lang404,video,32,2,completed,Languages,Advanced
480,Sci303,quiz,21,5,completed,Science,Intermediate
443,Math101,video,6,4,completed,Programming,Intermediate
330,Sci303,article,16,5,completed,Programming,Beginner
251,Sci303,article,35,2,incomplete,Languages,Advanced
295,Math101,exercise,54,5,completed,Languages,Intermediate
378,Sci303,article,47,4,completed,Math,Advanced
271,Sci303,video,53,1,completed,Languages,Advanced
455,Math101,article,20,4,incomplete,Science,Beginner
413,Sci303,quiz,42,4,completed,Science,Advanced
123,Prog202,exercise,41,4,incomplete,Languages,Intermediate
367,Sci303,exercise,11,5,completed,Languages,Intermediate
387,Lang404,video,32,2,completed,Math,Intermediate
339,Sci303,article,14,4,completed,Math,Intermediate
266,Lang404,article,24,5,completed,Math,Advanced
348,Lang404,video,44,2,completed,Science,Intermediate
29,Sci303,video,39,1,incomplete,Math,Beginner
463,Math101,quiz,43,4,completed,Programming,Advanced
35,Prog202,video,31,3,completed,Programming,Intermediate
6,Prog202,article,17,5,completed,Programming,Intermediate
396,Sci303,quiz,25,1,completed,Math,Beginner
111,Math101,exercise,9,1,incomplete,Science,Advanced
294,Math101,article,22,1,incomplete,Science,Beginner
77,Prog202,exercise,55,5,completed,Math,Beginner
349,Math101,exercise,45,2,completed,Languages,Intermediate
147,Sci303,exercise,48,3,completed,Languages,Intermediate
67,Sci303,article,35,2,completed,Math,Beginner
392,Math101,exercise,37,4,completed,Science,Advanced
8,Sci303,article,55,3,incomplete,Programming,Advanced
122,Lang404,exercise,17,2,completed,Languages,Advanced
340,Prog202,video,28,4,completed,Programming,Beginner
175,Sci303,video,1,3,completed,Science,Advanced
388,Math101,article,53,5,completed,Languages,Intermediate
179,Prog202,exercise,9,4,completed,Math,Beginner
85,Sci303,exercise,55,2,completed,Programming,Beginner
451,Prog202,exercise,49,3,incomplete,Programming,Beginner
45,Math101,video,13,4,completed,Programming,Advanced
136,Lang404,exercise,47,4,completed,Math,Advanced
343,Lang404,exercise,32,5,incomplete,Math,Intermediate
16,Sci303,article,28,4,incomplete,Programming,Advanced
333,Lang404,exercise,53,3,completed,Math,Advanced
195,Sci303,video,31,1,completed,Languages,Advanced
496,Prog202,exercise,8,3,incomplete,Science,Advanced
9,Sci303,video,8,3,completed,Languages,Intermediate
316,Sci303,video,34,5,completed,Math,Intermediate
334,Sci303,quiz,23,5,completed,Science,Intermediate
333,Lang404,video,10,4,incomplete,Programming,Advanced
327,Sci303,quiz,37,5,completed,Programming,Advanced
15,Math101,quiz,48,4,completed,Science,Beginner
327,Sci303,exercise,25,1,completed,Languages,Beginner
102,Prog202,quiz,51,2,incomplete,Programming,Advanced
226,Math101,article,33,5,completed,Programming,Beginner
425,Prog202,video,45,5,incomplete,Programming,Intermediate
278,Prog202,article,4,1,completed,Math,Intermediate
408,Prog202,quiz,7,5,completed,Languages,Intermediate
113,Math101,exercise,33,1,incomplete,Math,Beginner
485,Math101,video,2,4,completed,Science,Intermediate
428,Lang404,article,48,5,incomplete,Science,Intermediate
1,Math101,exercise,46,5,incomplete,Math,Intermediate
266,Sci303,quiz,32,4,incomplete,Programming,Advanced
491,Prog202,exercise,5,5,incomplete,Math,Advanced
208,Lang404,article,57,3,incomplete,Languages,Intermediate
110,Math101,exercise,46,1,completed,Programming,Intermediate
200,Prog202,article,17,2,completed,Science,Advanced
440,Math101,exercise,12,3,completed,Languages,Advanced
369,Lang404,video,52,2,completed,Science,Beginner
473,Math101,exercise,12,3,incomplete,Languages,Advanced
306,Math101,video,35,3,completed,Languages,Intermediate
12,Prog202,article,21,3,completed,Languages,Advanced
345,Sci303,video,21,1,incomplete,Science,Intermediate
465,Math101,exercise,58,2,incomplete,Math,Beginner
188,Lang404,video,2,4,incomplete,Math,Advanced
154,Math101,article,53,4,incomplete,Programming,Beginner
494,Math101,exercise,57,5,completed,Science,Intermediate
368,Sci303,video,21,1,incomplete,Programming,Intermediate
334,Prog202,video,15,1,completed,Programming,Intermediate
425,Lang404,quiz,11,1,incomplete,Languages,Intermediate
420,Prog202,video,10,3,completed,Languages,Beginner
377,Prog202,quiz,18,1,incomplete,Math,Advanced
279,Prog202,article,23,4,completed,Math,Advanced
171,Math101,quiz,31,1,completed,Programming,Intermediate
134,Sci303,article,54,3,incomplete,Programming,Intermediate
495,Math101,video,55,2,incomplete,Programming,Beginner
453,Lang404,video,56,1,incomplete,Math,Beginner
427,Sci303,quiz,26,2,completed,Programming,Intermediate
25,Prog202,article,53,5,completed,Math,Intermediate
18,Sci303,video,2,3,completed,Science,Advanced
190,Lang404,quiz,39,1,completed,Science,Advanced
141,Math101,quiz,7,5,completed,Programming,Advanced
43,Math101,quiz,24,5,incomplete,Math,Intermediate
334,Prog202,video,39,2,completed,Science,Beginner
284,Math101,article,32,4,incomplete,Math,Beginner
146,Math101,video,26,4,completed,Math,Beginner
315,Lang404,exercise,23,4,completed,Science,Intermediate
444,Sci303,exercise,14,4,completed,Programming,Intermediate
319,Math101,video,29,3,incomplete,Programming,Beginner
441,Lang404,article,25,1,incomplete,Science,Beginner
92,Lang404,quiz,56,1,completed,Languages,Beginner
179,Prog202,exercise,31,3,completed,Math,Intermediate
56,Lang404,exercise,2,2,completed,Languages,Advanced
155,Prog202,video,2,1,incomplete,Programming,Advanced
160,Math101,exercise,23,5,incomplete,Math,Intermediate
111,Prog202,exercise,58,1,completed,Science,Advanced
137,Lang404,quiz,47,3,completed,Programming,Beginner
232,Sci303,quiz,11,2,completed,Programming,Advanced
480,Sci303,article,29,1,completed,Programming,Beginner
468,Math101,exercise,42,3,completed,Science,Intermediate
220,Math101,article,35,5,completed,Science,Intermediate
481,Sci303,article,49,4,completed,Languages,Beginner
68,Prog202,quiz,9,5,completed,Science,Beginner
302,Math101,quiz,32,5,completed,Languages,Advanced
249,Lang404,video,30,2,completed,Math,Beginner
482,Math101,quiz,15,1,completed,Math,Intermediate
496,Prog202,article,14,4,completed,Math,Intermediate
323,Math101,exercise,51,3,completed,Programming,Advanced
410,Lang404,article,17,4,completed,Programming,Beginner
392,Lang404,article,22,1,incomplete,Programming,Beginner
6,Lang404,article,52,2,incomplete,Science,Advanced
464,Prog202,quiz,30,1,completed,Science,Intermediate
280,Prog202,article,17,3,completed,Languages,Beginner
432,Lang404,video,16,4,incomplete,Programming,Advanced
487,Lang404,exercise,52,5,incomplete,Science,Advanced
94,Prog202,quiz,8,1,completed,Math,Advanced
429,Prog202,article,59,2,completed,Math,Advanced
269,Prog202,video,39,2,incomplete,Science,Beginner
197,Sci303,exercise,31,4,completed,Math,Advanced
25,Prog202,article,12,5,incomplete,Math,Beginner
148,Lang404,exercise,33,3,completed,Languages,Intermediate
118,Sci303,quiz,58,5,incomplete,Math,Advanced
338,Prog202,quiz,12,4,completed,Programming,Advanced
367,Lang404,video,25,5,completed,Science,Intermediate
338,Math101,quiz,38,4,incomplete,Science,Advanced
66,Sci303,video,48,5,completed,Programming,Beginner
458,Lang404,article,18,1,completed,Math,Intermediate
301,Math101,exercise,19,2,incomplete,Languages,Intermediate
370,Lang404,quiz,55,4,completed,Languages,Beginner
175,Prog202,exercise,3,4,completed,Programming,Beginner
319,Prog202,exercise,35,2,completed,Math,Intermediate
76,Math101,article,5,3,completed,Programming,Advanced
495,Prog202,article,35,4,incomplete,Languages,Beginner
461,Lang404,quiz,51,1,incomplete,Math,Beginner
114,Math101,article,27,5,completed,Programming,Beginner
111,Lang404,exercise,37,1,completed,Programming,Intermediate
249,Lang404,video,46,4,completed,Math,Advanced
439,Lang404,video,21,3,incomplete,Languages,Beginner
203,Prog202,video,16,4,incomplete,Math,Intermediate
147,Prog202,quiz,28,3,incomplete,Languages,Intermediate
35,Lang404,article,25,2,incomplete,Science,Advanced
487,Sci303,article,33,5,completed,Languages,Intermediate
309,Lang404,article,17,1,completed,Languages,Intermediate
26,Lang404,article,43,3,completed,Science,Beginner
238,Math101,exercise,30,1,completed,Programming,Beginner
14,Lang404,video,41,2,completed,Programming,Beginner
374,Prog202,exercise,53,4,incomplete,Languages,Intermediate
45,Math101,quiz,4,3,completed,Science,Advanced
428,Sci303,video,2,5,completed,Science,Advanced
216,Math101,video,9,3,completed,Math,Advanced
233,Sci303,exercise,54,4,incomplete,Languages,Intermediate
193,Math101,quiz,31,4,completed,Science,Beginner
51,Math101,quiz,25,5,completed,Programming,Intermediate
427,Sci303,video,37,5,completed,Science,Beginner
375,Prog202,article,36,2,incomplete,Science,Intermediate
214,Prog202,quiz,55,1,completed,Science,Intermediate
151,Prog202,exercise,5,3,incomplete,Science,Advanced
440,Math101,quiz,24,2,completed,Programming,Intermediate
275,Lang404,video,24,1,incomplete,Science,Advanced
338,Math101,article,29,2,incomplete,Languages,Intermediate
76,Lang404,quiz,50,5,completed,Science,Advanced
439,Lang404,video,45,5,completed,Programming,Intermediate
220,Prog202,quiz,31,4,completed,Languages,Intermediate
348,Lang404,article,37,3,incomplete,Science,Beginner
444,Math101,exercise,58,3,completed,Programming,Beginner
187,Math101,video,56,3,completed,Languages,Beginner
289,Prog202,video,19,2,completed,Science,Intermediate
403,Sci303,article,23,2,incomplete,Science,Beginner
28,Math101,video,35,3,completed,Science,Beginner
379,Lang404,article,54,4,completed,Languages,Intermediate
180,Math101,video,50,1,completed,Math,Intermediate
253,Math101,article,6,2,completed,Science,Beginner
126,Math101,quiz,6,3,completed,Programming,Beginner
177,Sci303,quiz,56,5,incomplete,Math,Intermediate
37,Lang404,quiz,37,2,completed,Science,Intermediate
410,Prog202,video,30,1,completed,Programming,Advanced
99,Math101,article,1,2,completed,Science,Advanced
98,Lang404,article,8,1,incomplete,Programming,Intermediate
127,Lang404,exercise,28,1,completed,Science,Intermediate
483,Prog202,quiz,25,2,incomplete,Programming,Beginner
168,Math101,exercise,33,1,completed,Programming,Advanced
80,Sci303,quiz,53,2,completed,Math,Beginner
294,Lang404,exercise,38,2,incomplete,Math,Advanced
333,Prog202,quiz,52,4,completed,Languages,Beginner
126,Sci303,article,14,5,incomplete,Programming,Advanced
343,Lang404,quiz,11,1,incomplete,Programming,Intermediate
310,Math101,video,2,2,completed,Math,Intermediate
150,Lang404,quiz,53,1,completed,Languages,Intermediate
16,Sci303,quiz,30,2,completed,Programming,Beginner
28,Sci303,article,30,2,incomplete,Science,Advanced
496,Math101,video,4,2,completed,Science,Beginner
419,Math101,article,13,5,completed,Languages,Intermediate
444,Prog202,exercise,7,1,completed,Programming,Advanced
173,Math101,exercise,38,5,incomplete,Programming,Advanced
46,Prog202,video,3,5,completed,Math,Beginner
328,Sci303,exercise,9,5,completed,Math,Intermediate
236,Sci303,video,14,5,completed,Programming,Beginner
439,Lang404,quiz,52,4,incomplete,Science,Beginner
214,Lang404,exercise,11,1,completed,Math,Intermediate
85,Prog202,quiz,37,1,completed,Science,Intermediate
282,Math101,article,14,2,completed,Science,Beginner
232,Math101,exercise,19,1,completed,Science,Advanced
85,Lang404,article,8,5,completed,Science,Intermediate
409,Sci303,article,59,3,completed,Languages,Intermediate
489,Prog202,video,7,1,completed,Languages,Intermediate
65,Sci303,article,59,3,completed,Math,Intermediate
134,Sci303,video,59,4,completed,Programming,Advanced
151,Math101,video,7,2,completed,Languages,Advanced
115,Prog202,video,56,2,incomplete,Programming,Beginner
64,Sci303,video,55,2,completed,Math,Beginner
343,Lang404,video,3,4,completed,Science,Intermediate
427,Lang404,quiz,3,5,completed,Programming,Beginner
363,Math101,video,18,3,completed,Languages,Advanced
407,Lang404,exercise,45,1,incomplete,Programming,Intermediate
352,Lang404,video,33,5,completed,Languages,Intermediate
158,Sci303,quiz,37,2,completed,Programming,Intermediate
77,Lang404,exercise,28,2,incomplete,Languages,Beginner
491,Lang404,exercise,36,5,incomplete,Science,Intermediate
146,Sci303,quiz,16,3,incomplete,Programming,Intermediate
343,Math101,exercise,15,5,completed,Math,Advanced
463,Math101,quiz,29,4,completed,Programming,Intermediate
225,Prog202,article,59,2,incomplete,Languages,Beginner
405,Lang404,article,18,3,incomplete,Programming,Intermediate
313,Sci303,video,49,1,completed,Math,Beginner
103,Prog202,video,46,2,incomplete,Science,Advanced
407,Math101,video,46,5,completed,Programming,Advanced
347,Math101,video,19,3,completed,Science,Intermediate
301,Sci303,quiz,29,2,completed,Science,Advanced
428,Prog202,article,6,1,completed,Science,Intermediate
466,Prog202,quiz,45,1,completed,Languages,Advanced
88,Sci303,exercise,50,5,completed,Programming,Advanced
371,Sci303,exercise,58,4,completed,Programming,Beginner
303,Prog202,exercise,47,5,completed,Math,Beginner
168,Math101,exercise,55,3,completed,Science,Intermediate
435,Lang404,exercise,27,5,incomplete,Languages,Intermediate
170,Math101,article,7,3,completed,Languages,Beginner
135,Sci303,quiz,27,4,incomplete,Math,Advanced
50,Prog202,exercise,19,5,completed,Programming,Intermediate
432,Prog202,video,17,1,incomplete,Programming,Advanced
340,Lang404,article,41,3,completed,Languages,Beginner
347,Prog202,video,11,3,incomplete,Languages,Advanced
134,Lang404,article,5,1,completed,Math,Advanced
347,Math101,article,2,5,completed,Languages,Intermediate
137,Math101,video,47,4,completed,Languages,Advanced
245,Prog202,video,56,2,incomplete,Math,Beginner
109,Prog202,exercise,12,5,incomplete,Science,Advanced
313,Sci303,video,42,5,completed,Languages,Beginner
287,Sci303,quiz,42,3,completed,Programming,Beginner
21,Prog202,article,52,3,incomplete,Science,Intermediate
90,Prog202,article,11,4,incomplete,Languages,Beginner
296,Math101,exercise,10,4,completed,Science,Beginner
112,Prog202,article,28,4,incomplete,Languages,Intermediate
301,Sci303,video,7,1,completed,Programming,Intermediate
77,Math101,article,14,2,incomplete,Languages,Intermediate
177,Lang404,article,13,2,incomplete,Programming,Beginner
343,Sci303,video,5,4,completed,Languages,Intermediate
148,Sci303,video,51,3,completed,Languages,Beginner
101,Math101,article,42,2,completed,Science,Beginner
246,Lang404,quiz,8,5,completed,Math,Beginner
117,Sci303,video,50,1,incomplete,Programming,Intermediate
92,Prog202,quiz,1,3,incomplete,Science,Beginner
401,Sci303,quiz,5,1,completed,Math,Beginner
28,Math101,exercise,11,5,incomplete,Science,Intermediate
425,Math101,quiz,52,2,completed,Programming,Intermediate
450,Math101,exercise,43,1,incomplete,Math,Beginner
25,Sci303,quiz,48,1,incomplete,Math,Beginner
58,Lang404,exercise,10,1,incomplete,Math,Beginner
498,Prog202,video,15,5,completed,Programming,Intermediate
297,Math101,article,39,3,completed,Programming,Intermediate
134,Lang404,article,47,3,completed,Science,Advanced
331,Prog202,exercise,29,5,completed,Languages,Intermediate
249,Math101,video,25,1,completed,Languages,Beginner
38,Prog202,exercise,48,1,incomplete,Languages,Intermediate
390,Prog202,exercise,6,4,completed,Languages,Intermediate
429,Lang404,video,11,2,completed,Science,Advanced
75,Prog202,quiz,17,2,completed,Programming,Advanced
142,Math101,quiz,15,3,completed,Science,Beginner
322,Lang404,video,16,5,completed,Math,Advanced
168,Sci303,exercise,56,1,completed,Programming,Beginner
259,Sci303,article,2,2,completed,Programming,Beginner
373,Lang404,exercise,36,5,completed,Languages,Beginner
355,Sci303,quiz,19,5,completed,Science,Beginner
225,Prog202,video,38,1,completed,Languages,Advanced
152,Math101,video,50,5,incomplete,Programming,Beginner
19,Prog202,video,21,2,incomplete,Languages,Beginner
146,Lang404,quiz,11,4,completed,Math,Intermediate
448,Math101,exercise,41,2,completed,Programming,Beginner
241,Lang404,video,3,4,incomplete,Math,Intermediate
372,Lang404,article,34,5,completed,Programming,Advanced
381,Lang404,video,18,2,completed,Languages,Intermediate
344,Prog202,exercise,15,1,completed,Programming,Advanced
237,Math101,quiz,25,5,incomplete,Programming,Advanced
35,Math101,article,54,1,incomplete,Science,Intermediate
190,Math101,article,50,4,completed,Science,Advanced
1,Prog202,video,51,3,completed,Math,Advanced
484,Sci303,exercise,15,3,completed,Science,Advanced
153,Prog202,video,30,4,incomplete,Programming,Intermediate
429,Prog202,article,17,3,incomplete,Science,Advanced
433,Lang404,video,18,5,completed,Languages,Beginner
126,Math101,exercise,31,5,incomplete,Science,Intermediate
491,Math101,quiz,50,2,completed,Math,Beginner
482,Sci303,article,43,5,completed,Programming,Intermediate
345,Sci303,exercise,18,3,completed,Languages,Beginner
400,Lang404,video,55,1,completed,Languages,Advanced
226,Math101,article,35,2,completed,Math,Beginner
221,Sci303,video,13,1,incomplete,Science,Beginner
403,Sci303,video,14,3,completed,Programming,Beginner
407,Math101,quiz,59,1,completed,Math,Intermediate
211,Prog202,video,36,3,completed,Languages,Advanced
25,Sci303,video,18,5,completed,Languages,Advanced
16,Math101,exercise,5,2,completed,Languages,Beginner
182,Sci303,video,14,4,completed,Math,Beginner
499,Lang404,quiz,25,3,completed,Languages,Intermediate
329,Sci303,video,44,5,completed,Programming,Beginner
129,Math101,video,57,1,completed,Languages,Beginner
42,Sci303,video,39,5,completed,Math,Beginner
403,Lang404,article,12,1,completed,Math,Intermediate
481,Lang404,quiz,40,1,completed,Languages,Beginner
418,Sci303,article,53,1,completed,Math,Beginner
336,Sci303,quiz,53,1,incomplete,Science,Beginner
236,Lang404,quiz,28,2,incomplete,Math,Intermediate
360,Lang404,exercise,35,1,incomplete,Science,Intermediate
439,Prog202,article,54,2,completed,Math,Advanced
402,Prog202,quiz,1,4,completed,Math,Intermediate
34,Lang404,quiz,3,2,incomplete,Math,Advanced
345,Sci303,exercise,43,1,completed,Languages,Advanced
381,Math101,article,50,4,completed,Math,Beginner
45,Sci303,video,7,5,incomplete,Programming,Advanced
134,Sci303,exercise,9,2,completed,Languages,Beginner
21,Prog202,quiz,36,5,completed,Science,Intermediate
122,Prog202,article,23,4,incomplete,Programming,Intermediate
70,Prog202,quiz,24,2,incomplete,Programming,Advanced
352,Lang404,exercise,10,1,incomplete,Programming,Beginner
361,Lang404,exercise,50,2,completed,Programming,Advanced
48,Sci303,article,55,1,incomplete,Math,Advanced
491,Sci303,exercise,48,3,incomplete,Math,Intermediate
39,Math101,exercise,12,2,incomplete,Programming,Advanced
287,Sci303,video,19,2,incomplete,Languages,Beginner
490,Sci303,quiz,32,5,completed,Programming,Intermediate
10,Prog202,video,24,5,completed,Science,Intermediate
30,Prog202,video,22,4,incomplete,Programming,Advanced
244,Prog202,article,3,1,completed,Math,Advanced
274,Prog202,exercise,40,5,completed,Science,Advanced
444,Prog202,quiz,27,4,incomplete,Languages,Beginner
88,Math101,quiz,19,1,completed,Programming,Advanced
244,Math101,quiz,9,1,completed,Science,Beginner
381,Math101,exercise,59,1,completed,Programming,Advanced
329,Prog202,quiz,51,3,completed,Languages,Advanced
479,Lang404,quiz,49,1,completed,Languages,Intermediate
15,Prog202,exercise,13,4,incomplete,Science,Intermediate
4,Prog202,article,2,1,completed,Languages,Beginner
191,Math101,quiz,36,1,completed,Science,Advanced
168,Prog202,exercise,29,4,incomplete,Languages,Beginner
9,Math101,video,11,2,completed,Math,Intermediate
109,Prog202,exercise,34,1,completed,Science,Intermediate
137,Sci303,video,4,4,incomplete,Programming,Intermediate
154,Lang404,exercise,4,5,completed,Science,Intermediate
388,Lang404,quiz,52,4,incomplete,Languages,Beginner
209,Math101,article,1,3,incomplete,Languages,Advanced
272,Sci303,article,25,5,incomplete,Languages,Beginner
143,Lang404,quiz,26,2,completed,Programming,Advanced
99,Math101,video,11,2,completed,Programming,Intermediate
377,Prog202,exercise,23,4,completed,Languages,Beginner
308,Prog202,quiz,2,4,incomplete,Math,Advanced
69,Sci303,exercise,19,1,incomplete,Science,Advanced
247,Lang404,quiz,29,1,incomplete,Languages,Intermediate
261,Prog202,quiz,40,3,completed,Math,Advanced
276,Math101,exercise,55,1,completed,Programming,Advanced
79,Prog202,article,52,4,completed,Languages,Beginner
146,Prog202,article,4,4,completed,Science,Intermediate
111,Lang404,video,57,1,incomplete,Science,Intermediate
258,Lang404,exercise,16,3,completed,Programming,Advanced
93,Math101,video,47,4,completed,Languages,Advanced
13,Sci303,quiz,37,3,incomplete,Languages,Intermediate
260,Sci303,video,27,4,completed,Languages,Intermediate
426,Prog202,quiz,5,3,incomplete,Math,Intermediate
109,Math101,exercise,15,3,completed,Math,Advanced
330,Sci303,exercise,23,3,incomplete,Languages,Advanced
189,Sci303,exercise,49,1,completed,Science,Intermediate
95,Prog202,exercise,3,2,completed,Math,Intermediate
105,Math101,video,18,3,completed,Science,Advanced
8,Sci303,quiz,43,3,incomplete,Math,Advanced
67,Lang404,article,26,4,completed,Programming,Advanced
496,Lang404,exercise,6,2,completed,Programming,Beginner
191,Prog202,exercise,59,4,incomplete,Programming,Intermediate
366,Prog202,quiz,44,4,completed,Science,Beginner
256,Prog202,article,54,3,incomplete,Science,Beginner
9,Prog202,exercise,58,5,completed,Languages,Advanced
478,Sci303,article,17,2,completed,Languages,Intermediate
117,Math101,exercise,46,4,completed,Programming,Advanced
267,Prog202,video,38,5,completed,Programming,Advanced
99,Prog202,video,42,5,completed,Math,Advanced
485,Sci303,article,48,4,completed,Programming,Advanced
298,Prog202,quiz,50,3,completed,Programming,Intermediate
397,Prog202,quiz,27,1,completed,Programming,Intermediate
164,Math101,video,20,4,completed,Science,Advanced
376,Lang404,quiz,6,3,completed,Science,Beginner
141,Prog202,quiz,51,2,completed,Programming,Advanced
268,Sci303,quiz,35,3,incomplete,Math,Beginner
37,Math101,article,12,5,completed,Math,Beginner
74,Sci303,article,48,2,completed,Languages,Advanced
73,Math101,quiz,3,2,completed,Programming,Intermediate
308,Math101,video,48,1,incomplete,Science,Advanced
199,Prog202,quiz,4,1,completed,Programming,Intermediate
130,Prog202,exercise,57,4,completed,Math,Beginner
246,Prog202,video,52,3,incomplete,Science,Intermediate
312,Lang404,article,45,4,completed,Science,Intermediate
60,Lang404,exercise,4,1,completed,Science,Intermediate
279,Sci303,quiz,4,5,incomplete,Languages,Advanced
103,Prog202,quiz,39,1,completed,Programming,Beginner
296,Lang404,video,21,3,completed,Programming,Beginner
320,Prog202,video,44,5,completed,Programming,Intermediate
487,Lang404,quiz,2,4,completed,Math,Beginner
341,Lang404,quiz,16,4,completed,Science,Intermediate
151,Math101,video,7,1,completed,Science,Intermediate
157,Prog202,exercise,19,1,completed,Math,Intermediate
206,Prog202,article,43,4,completed,Languages,Intermediate
474,Lang404,video,33,4,incomplete,Math,Advanced
179,Prog202,exercise,9,2,incomplete,Science,Intermediate
197,Lang404,quiz,37,3,completed,Languages,Beginner
223,Prog202,article,58,2,completed,Languages,Advanced
89,Math101,exercise,17,2,completed,Science,Beginner
287,Prog202,article,27,4,completed,Math,Advanced
434,Math101,article,33,3,incomplete,Programming,Intermediate
276,Sci303,article,49,4,incomplete,Programming,Advanced
236,Prog202,exercise,12,2,completed,Programming,Beginner
183,Prog202,exercise,57,2,completed,Math,Advanced
209,Prog202,quiz,45,4,incomplete,Science,Advanced
493,Math101,article,56,1,incomplete,Math,Intermediate
130,Prog202,video,11,1,completed,Programming,Intermediate
153,Prog202,video,13,4,completed,Programming,Advanced
13,Lang404,video,31,5,completed,Programming,Intermediate
122,Sci303,exercise,13,5,incomplete,Math,Intermediate
359,Math101,quiz,38,1,completed,Math,Advanced
220,Lang404,exercise,26,3,incomplete,Programming,Beginner
106,Math101,article,31,2,completed,Languages,Intermediate
375,Lang404,video,22,3,incomplete,Programming,Advanced
70,Sci303,exercise,6,1,completed,Science,Advanced
195,Lang404,video,20,4,completed,Math,Advanced
186,Math101,exercise,21,5,completed,Languages,Beginner
99,Prog202,video,10,1,completed,Languages,Beginner
82,Prog202,article,19,3,completed,Science,Beginner
75,Sci303,video,35,3,completed,Programming,Intermediate
374,Math101,article,26,1,completed,Programming,Advanced
340,Math101,article,7,2,completed,Programming,Advanced
192,Math101,exercise,37,3,completed,Science,Beginner
325,Sci303,exercise,8,2,completed,Math,Intermediate
467,Prog202,exercise,5,2,completed,Math,Intermediate
214,Lang404,article,44,4,completed,Science,Advanced
315,Sci303,quiz,36,1,completed,Math,Beginner
444,Lang404,quiz,51,1,completed,Science,Advanced
467,Prog202,article,28,2,completed,Science,Beginner
382,Sci303,article,50,4,completed,Languages,Beginner
367,Prog202,exercise,3,3,completed,Languages,Advanced
318,Lang404,exercise,39,3,completed,Math,Beginner
144,Math101,exercise,8,1,completed,Languages,Beginner
384,Math101,quiz,15,2,completed,Math,Beginner
216,Lang404,quiz,53,4,incomplete,Science,Beginner
361,Math101,article,27,4,completed,Math,Intermediate
324,Lang404,quiz,49,3,completed,Languages,Beginner
15,Sci303,exercise,51,3,completed,Math,Beginner
217,Sci303,exercise,36,5,incomplete,Languages,Beginner
492,Sci303,exercise,16,5,completed,Science,Advanced
439,Math101,exercise,26,2,incomplete,Programming,Intermediate
35,Prog202,exercise,45,5,incomplete,Science,Beginner
183,Math101,video,44,4,incomplete,Languages,Beginner
270,Math101,article,4,5,incomplete,Math,Advanced
433,Prog202,article,12,1,completed,Languages,Intermediate
467,Prog202,quiz,17,1,completed,Languages,Intermediate
358,Prog202,exercise,58,3,incomplete,Programming,Intermediate
100,Prog202,video,41,3,incomplete,Math,Beginner
7,Math101,exercise,44,2,completed,Languages,Intermediate
30,Lang404,exercise,26,1,completed,Science,Advanced
